emp_no,first_name,last_name,birth_date,from_date,to_date,title
486751,Jinpo,Brandsma,1963-02-02,1991-05-14,9999-01-01,Senior Staff
486755,Morris,Usdin,1962-01-21,1987-11-01,9999-01-01,Senior Engineer
486757,Aloke,Chartres,1962-10-19,1988-12-22,9999-01-01,Senior Engineer
486785,Elvia,Schiper,1963-11-14,1985-10-07,9999-01-01,Senior Engineer
486808,Geoffrey,Siochi,1965-01-05,1998-12-27,9999-01-01,Senior Engineer
486833,Mostafa,Puppo,1962-07-07,1986-11-14,9999-01-01,Senior Staff
486844,Soenke,Cusworth,1964-03-30,1992-07-08,9999-01-01,Senior Engineer
486860,Berni,Schnabel,1964-04-03,1986-11-24,9999-01-01,Senior Engineer
486897,Gennady,Zyda,1964-03-05,1987-04-09,9999-01-01,Senior Engineer
486918,Yagil,Remmers,1965-01-18,1994-11-01,9999-01-01,Senior Staff
486971,Jiann,Pusterhofer,1964-04-22,1996-04-25,9999-01-01,Senior Engineer
486983,Hitofumi,Luga,1964-12-29,1987-01-24,9999-01-01,Senior Staff
486984,Hailing,Douceur,1962-02-20,1988-12-09,9999-01-01,Senior Staff
486986,Eldridge,Godskesen,1964-06-17,1987-09-23,9999-01-01,Senior Staff
486989,Shmuel,Fujisaki,1964-02-21,1985-06-06,9999-01-01,Senior Engineer
486991,Pasqua,Tetzlaff,1962-12-02,1994-03-25,9999-01-01,Senior Engineer
487008,Zhigen,Raney,1965-01-22,1993-05-26,9999-01-01,Senior Staff
487027,Arie,Henseler,1963-05-11,1988-10-01,9999-01-01,Senior Engineer
487052,Bilhanan,Siprelle,1964-06-16,1993-05-27,9999-01-01,Senior Staff
487068,Saeed,Rosenbaum,1963-04-11,1995-07-07,9999-01-01,Senior Engineer
487069,Uma,Teitelbaum,1964-01-18,1993-06-08,9999-01-01,Senior Staff
487083,Shaibal,Schrooten,1963-02-28,1986-12-04,9999-01-01,Senior Engineer
487085,Marlo,Vendrig,1963-05-23,1985-08-03,9999-01-01,Senior Engineer
487094,Hercules,Shihab,1964-05-21,1995-03-23,9999-01-01,Senior Engineer
487100,Taisook,Peral,1964-09-26,1994-03-01,9999-01-01,Senior Engineer
487111,Mabhin,Zeilberger,1963-04-12,1992-05-16,9999-01-01,Senior Staff
487119,Leaf,Pero,1962-02-26,1998-09-23,9999-01-01,Senior Staff
487157,Dekang,Schonegge,1962-07-16,1992-01-12,9999-01-01,Senior Staff
487204,Val,Monkewich,1963-01-06,1987-11-24,9999-01-01,Senior Staff
487213,Zhenhua,Vanwelkenhuysen,1963-10-26,1994-04-22,9999-01-01,Senior Engineer
487215,Bodo,Rissanen,1964-04-14,1992-07-10,9999-01-01,Senior Engineer
487225,Thodoros,Tischendorf,1963-03-19,1999-06-04,9999-01-01,Senior Staff
487249,Raimond,Riesenhuber,1963-02-03,2000-10-13,9999-01-01,Senior Engineer
487252,Patricio,McAffer,1963-03-22,1988-02-27,9999-01-01,Senior Engineer
487254,Beshir,Kitsuregawa,1963-01-27,1990-08-07,9999-01-01,Senior Staff
487290,Gila,Swist,1963-05-20,1985-08-30,9999-01-01,Senior Engineer
487306,Jiong,Warwick,1963-02-24,1994-09-01,9999-01-01,Senior Engineer
487314,Taizo,Sidhu,1963-03-18,1991-07-24,9999-01-01,Senior Engineer
487317,Yongdong,Speek,1964-09-14,1997-05-30,9999-01-01,Senior Staff
487321,Gladys,Kobara,1962-12-12,1988-06-01,9999-01-01,Senior Staff
487360,Arra,Marakhovsky,1964-10-19,1987-06-02,9999-01-01,Senior Engineer
487391,Genta,Fujisawa,1964-04-11,1989-02-02,9999-01-01,Senior Staff
487396,Kerryn,Luca,1963-12-28,1993-10-28,9999-01-01,Senior Engineer
487410,Niranjan,Chinen,1964-11-11,1989-03-06,9999-01-01,Senior Engineer
487428,Vishv,Gustavson,1962-04-03,1985-11-29,9999-01-01,Senior Staff
487438,Arvind,Chaudhuri,1962-09-16,1988-01-10,9999-01-01,Senior Staff
487439,Kasturi,Wilfing,1962-02-19,1998-06-13,9999-01-01,Senior Engineer
487466,Spyrose,Chaudhury,1963-12-08,2002-01-24,9999-01-01,Senior Engineer
487467,Sumant,Pena,1964-12-02,1989-02-17,9999-01-01,Senior Engineer
487486,Rafols,Sethi,1964-04-01,1992-08-13,9999-01-01,Senior Engineer
487490,Renee,Spieker,1963-06-17,1987-07-17,9999-01-01,Senior Engineer
487491,Sanjoy,Schnelling,1964-07-08,1994-04-27,9999-01-01,Senior Engineer
487505,Uno,Jayawardene,1965-01-20,1987-11-02,9999-01-01,Senior Staff
487519,Ewing,Aloia,1963-05-04,1997-04-01,9999-01-01,Senior Staff
487526,Dhritiman,Qiwen,1963-07-31,1985-12-12,9999-01-01,Senior Engineer
487591,Leni,Constantine,1962-05-16,1987-04-01,9999-01-01,Senior Engineer
487603,Georgy,Rosar,1963-10-29,1995-06-03,9999-01-01,Senior Staff
487605,Arno,Erde,1964-05-17,1985-11-22,9999-01-01,Senior Staff
487612,Ranan,Kalafatis,1962-07-05,1990-02-07,9999-01-01,Senior Engineer
487637,Prasadram,Kavraki,1964-02-17,1992-07-30,9999-01-01,Senior Staff
487642,Mizuhito,Lindenbaum,1964-01-05,1986-07-14,9999-01-01,Senior Staff
487658,Boalin,Erdi,1962-08-01,1986-11-18,9999-01-01,Senior Staff
487671,Percy,Dechter,1962-10-24,1989-10-07,9999-01-01,Senior Engineer
487682,Pohua,Bardell,1962-10-08,1989-05-28,9999-01-01,Senior Engineer
487701,Susanna,Kitai,1964-05-14,1988-05-10,9999-01-01,Senior Engineer
487730,Rafail,Acton,1964-12-10,1992-01-23,9999-01-01,Senior Engineer
487744,Owen,Zobel,1962-07-02,1991-11-01,9999-01-01,Senior Engineer
487750,Manibrata,Hooghiemstra,1964-09-11,1997-03-04,9999-01-01,Senior Engineer
487759,Yolla,Snedden,1963-03-07,1992-01-05,9999-01-01,Senior Engineer
487760,Arup,Kriebel,1963-01-25,1987-03-09,9999-01-01,Senior Engineer
487769,Cullen,Azumi,1962-07-26,1985-05-31,9999-01-01,Senior Engineer
487816,Panayotis,Szmurlo,1964-10-19,1988-07-26,9999-01-01,Senior Engineer
487819,Kirk,Azadmanesh,1963-07-04,1990-02-12,9999-01-01,Senior Engineer
487827,Huiqun,Gammage,1964-03-29,1987-01-31,9999-01-01,Senior Engineer
487845,Lidong,Szmurlo,1963-02-20,1998-12-11,9999-01-01,Senior Staff
487854,Spyrose,Ishibashi,1964-05-08,1992-05-31,9999-01-01,Senior Engineer
487868,Erzsebet,Garnier,1962-06-30,1993-10-25,9999-01-01,Senior Staff
487877,Masato,Nannarelli,1964-02-11,1990-07-06,9999-01-01,Senior Staff
487886,Kristin,Peak,1962-03-24,1992-12-08,9999-01-01,Senior Staff
487889,Ute,Qiwen,1962-09-27,1989-10-24,9999-01-01,Senior Engineer
487938,Huican,Lodder,1964-08-18,1991-12-06,9999-01-01,Senior Engineer
487945,Arne,Mamelak,1963-03-26,2002-05-31,9999-01-01,Senior Staff
487969,Constantino,Whittlesey,1964-11-10,1990-07-13,9999-01-01,Senior Staff
487988,Ekawit,Schaft,1965-01-05,1990-05-20,9999-01-01,Senior Staff
487998,Subhash,Serov,1963-08-09,1990-04-09,9999-01-01,Senior Engineer
488006,Feipei,Tetzlaff,1962-09-07,1986-03-11,9999-01-01,Senior Engineer
488013,Alenka,Chvatal,1963-06-17,1993-05-11,9999-01-01,Senior Staff
488017,Deniz,Toyoshima,1962-09-21,1995-12-28,9999-01-01,Senior Staff
488042,Marla,Birge,1962-09-25,1993-05-31,9999-01-01,Senior Engineer
488045,Magdalena,Demian,1964-05-27,1995-06-20,9999-01-01,Senior Engineer
488052,Makato,Herber,1962-04-13,1991-11-07,9999-01-01,Senior Engineer
488072,Hsiangchu,Servi,1962-08-08,1986-12-22,9999-01-01,Senior Staff
488073,Hidefumi,Berstel,1964-04-28,1990-08-10,9999-01-01,Senior Engineer
488078,Marke,Kawashimo,1964-12-13,1988-11-20,9999-01-01,Senior Staff
488079,Filipe,Bugrara,1964-02-26,1988-11-07,9999-01-01,Senior Staff
488095,Francoise,Hegner,1965-01-24,1997-12-23,9999-01-01,Senior Staff
488107,Francesca,Gimbel,1964-07-24,1991-06-12,9999-01-01,Senior Engineer
488110,Weijing,Baalen,1964-05-08,1999-05-06,9999-01-01,Senior Engineer
488111,Lucien,Giveon,1963-07-23,1986-11-23,9999-01-01,Senior Staff
488126,Badri,Schmezko,1962-05-06,1996-09-22,9999-01-01,Senior Staff
488152,Hisao,Cromarty,1963-12-15,1997-09-24,9999-01-01,Senior Engineer
488156,Toshiki,Iivonen,1964-12-01,1989-06-24,9999-01-01,Senior Staff
488167,Leandro,Basart,1963-03-23,1988-02-03,9999-01-01,Senior Engineer
488176,Iara,Bashian,1962-03-05,1995-05-23,9999-01-01,Senior Staff
488186,Nidapan,Poupard,1964-07-08,1985-09-20,9999-01-01,Senior Staff
488187,Tesuro,Chinin,1963-06-19,1992-05-28,9999-01-01,Senior Engineer
488190,Mariangiola,Falby,1963-09-27,1996-02-23,9999-01-01,Senior Staff
488195,Arfst,Ranft,1962-11-29,1989-03-22,9999-01-01,Senior Engineer
488221,Jaihie,Kavanagh,1962-12-12,1994-11-21,9999-01-01,Senior Staff
488223,Shrikanth,Peck,1964-07-10,1996-07-23,9999-01-01,Senior Engineer
488226,Xiaoqiu,Ullian,1962-09-30,1990-06-07,9999-01-01,Senior Engineer
488241,Randi,Perfilyeva,1964-07-06,1994-06-25,9999-01-01,Senior Staff
488253,Nathalie,Yemenis,1964-07-09,1989-04-04,9999-01-01,Senior Staff
488308,Oguz,Warwick,1964-09-22,1989-04-20,9999-01-01,Senior Engineer
488363,Lucian,Mersereau,1964-01-24,2000-06-22,9999-01-01,Senior Engineer
488372,Gladys,Peris,1962-11-21,1987-10-30,9999-01-01,Senior Staff
488373,Remko,Picaronny,1964-11-01,1996-05-09,9999-01-01,Senior Staff
488381,Alexius,Laventhal,1963-10-16,2001-08-29,9999-01-01,Senior Staff
488408,Tesuro,Gewali,1963-06-30,1989-11-19,9999-01-01,Senior Engineer
488411,Shuichi,Cappelletti,1962-12-29,1987-09-03,9999-01-01,Senior Engineer
488431,Aria,Tramer,1963-06-04,1991-01-17,9999-01-01,Senior Engineer
488453,Mrinalini,Vigier,1963-12-19,1988-07-23,9999-01-01,Senior Staff
488469,Sangeeta,Aingworth,1964-10-21,1995-01-27,9999-01-01,Senior Staff
488489,Bedrich,Rissland,1962-01-24,1992-05-17,9999-01-01,Senior Staff
488507,Marla,Jumpertz,1964-03-03,1996-07-08,9999-01-01,Senior Engineer
488529,Lubomir,Uhrig,1962-09-08,1986-11-26,9999-01-01,Senior Engineer
488540,Breannda,Maquelin,1965-01-22,1996-04-12,9999-01-01,Senior Staff
488552,Bodh,Straney,1963-07-12,1992-11-13,9999-01-01,Senior Staff
488556,Cedric,Yetim,1962-07-15,1990-06-29,9999-01-01,Senior Engineer
488585,Chaosheng,Curless,1963-01-20,1988-02-21,9999-01-01,Senior Engineer
488590,Xuejun,Bednarek,1964-10-13,1986-01-10,9999-01-01,Senior Engineer
488603,Jaihie,Aseltine,1963-12-28,2000-04-26,9999-01-01,Senior Staff
488606,Shalesh,Azevdeo,1963-08-09,1987-01-30,9999-01-01,Senior Staff
488644,Margareta,Streng,1963-09-24,1989-01-22,9999-01-01,Senior Engineer
488646,Maren,Bojadziev,1962-06-10,1994-03-15,9999-01-01,Senior Engineer
488653,Parto,Osgood,1963-02-04,1995-04-06,9999-01-01,Senior Staff
488671,Marla,Zobel,1962-08-16,1987-08-12,9999-01-01,Senior Staff
488679,Lijia,Swan,1962-07-29,1994-01-04,9999-01-01,Senior Staff
488687,Mahmut,Attimonelli,1963-06-03,1986-10-08,9999-01-01,Senior Staff
488693,Jiong,Zultner,1965-01-27,1993-03-10,9999-01-01,Senior Engineer
488699,Masali,Caine,1964-03-07,1996-08-16,9999-01-01,Senior Staff
488763,Naftali,Baja,1964-02-02,1986-04-24,9999-01-01,Senior Staff
488773,Tremaine,Skrikant,1964-05-12,2001-03-01,9999-01-01,Senior Staff
488788,Wuxu,Garigliano,1965-01-12,1990-09-21,9999-01-01,Senior Staff
488814,Marsja,Ranum,1964-08-17,1987-11-24,9999-01-01,Senior Staff
488839,Niclas,Luders,1962-03-23,1991-07-05,9999-01-01,Senior Staff
488866,Tetsushi,DuBourdieux,1962-12-26,1990-09-05,9999-01-01,Senior Staff
488867,Kellyn,Bazzichi,1964-11-24,1993-04-16,9999-01-01,Senior Engineer
488875,Gennadi,Yoshimura,1963-08-24,1994-10-04,9999-01-01,Senior Staff
488885,Domenico,Melton,1962-11-02,1987-03-21,9999-01-01,Senior Engineer
488906,Miomir,Anandan,1964-11-19,1995-09-06,9999-01-01,Senior Engineer
488917,Serge,Peres,1962-11-18,1993-06-27,9999-01-01,Senior Staff
488923,Tsvetan,Chimia,1964-06-13,1986-03-27,9999-01-01,Senior Staff
488925,Mara,Barvinok,1962-04-22,1989-07-26,9999-01-01,Senior Staff
488953,Jeong,Dichev,1964-01-09,1987-03-14,9999-01-01,Senior Staff
488957,JiYoung,Armand,1963-01-03,1985-07-01,9999-01-01,Senior Engineer
488978,Munehiro,Cooman,1964-01-05,1992-12-10,9999-01-01,Senior Staff
488984,Kendra,Junet,1965-01-18,1992-11-12,9999-01-01,Senior Staff
488987,Shugo,Sichman,1964-04-19,1989-04-28,9999-01-01,Senior Engineer
488997,Leaf,Schueller,1964-03-01,1987-09-10,9999-01-01,Senior Engineer
489004,Leah,Apsitis,1963-06-20,1997-10-02,9999-01-01,Senior Engineer
489025,Alper,Openshaw,1964-10-08,1988-05-15,9999-01-01,Senior Engineer
489034,Mechthild,Eiter,1964-07-30,1988-01-07,9999-01-01,Senior Staff
489042,Jasminko,Akiyama,1964-08-31,1992-05-01,9999-01-01,Senior Staff
489048,Ramzi,Parhami,1963-04-30,1989-12-06,9999-01-01,Senior Staff
489066,Jeanne,Peron,1964-07-06,1994-06-18,9999-01-01,Senior Engineer
489074,Zengping,Pezzoli,1963-02-16,1992-09-25,9999-01-01,Senior Engineer
489078,Morrie,Mateescu,1964-03-09,1993-03-25,9999-01-01,Senior Engineer
489082,Anneli,Munos,1964-06-20,1986-02-28,9999-01-01,Senior Engineer
489101,Udaiprakash,Rosenbaum,1964-11-06,1991-09-25,9999-01-01,Senior Staff
489125,Yuping,Portugali,1963-12-03,1999-04-24,9999-01-01,Senior Staff
489165,Otilia,Rosch,1963-08-07,1997-03-12,9999-01-01,Senior Staff
489189,Frederique,Beznosov,1962-03-09,1988-11-05,9999-01-01,Senior Engineer
489208,Ramachenga,Mawatari,1963-06-25,1985-06-02,9999-01-01,Senior Staff
489217,Kazuhisa,Godskesen,1962-09-07,1996-01-11,9999-01-01,Senior Engineer
489229,Valter,Worfolk,1964-09-23,1986-11-13,9999-01-01,Senior Staff
489230,Angus,Lichtman,1964-03-18,1988-02-23,9999-01-01,Senior Staff
489238,Giap,Shackel,1962-03-19,1990-04-29,9999-01-01,Senior Staff
489261,Rasikan,Leaver,1963-02-02,1995-05-25,9999-01-01,Senior Engineer
489262,Mamdouh,Erez,1963-08-25,1992-04-26,9999-01-01,Senior Engineer
489266,Radhika,Genther,1963-11-24,1990-06-22,9999-01-01,Senior Engineer
489276,Kazuhisa,Baranowski,1962-03-16,1988-09-14,9999-01-01,Senior Engineer
489278,Nectarios,Danner,1962-09-21,1988-12-02,9999-01-01,Senior Staff
489290,Adas,Munke,1964-05-15,1994-02-28,9999-01-01,Senior Engineer
489295,Danil,Heijenga,1964-05-25,1987-11-23,9999-01-01,Senior Staff
489300,Saddek,Quadeer,1962-05-11,1996-07-16,9999-01-01,Senior Engineer
489317,Maik,Paciorek,1963-10-16,1992-11-05,9999-01-01,Senior Engineer
489339,Ebru,Esposito,1962-03-25,1989-11-10,9999-01-01,Senior Engineer
489345,Hisao,VanScheik,1964-03-29,1992-12-25,9999-01-01,Senior Engineer
489347,Shooichi,Eterovic,1963-06-10,1998-12-29,9999-01-01,Senior Engineer
489361,Muzhong,Uehara,1962-12-02,1988-02-14,9999-01-01,Senior Staff
489385,Xiaoheng,Vesel,1963-01-08,1986-10-03,9999-01-01,Senior Staff
489387,Niranjan,Zolotykh,1964-11-03,1987-11-05,9999-01-01,Senior Staff
489388,Xiadong,Bridgland,1962-12-11,1998-05-13,9999-01-01,Senior Engineer
489390,Honglan,Rosch,1964-05-29,1996-06-03,9999-01-01,Senior Staff
489394,Kwok,Cullers,1963-08-11,1993-01-15,9999-01-01,Senior Staff
489419,Alain,Haddadi,1963-03-09,1985-08-14,9999-01-01,Senior Engineer
489444,Mechthild,Petereit,1963-09-24,1988-08-15,9999-01-01,Senior Staff
489481,Percy,Beutelspacher,1963-02-10,1994-11-05,9999-01-01,Senior Staff
489491,Jovan,Xiaoshan,1963-12-10,1992-07-30,9999-01-01,Senior Engineer
489498,Takahito,Demir,1962-10-02,1986-09-10,9999-01-01,Senior Engineer
489519,Dmitry,Zaccaria,1962-12-04,1991-01-01,9999-01-01,Senior Engineer
489525,Kerhong,Bhattacharjee,1963-02-25,1986-03-24,9999-01-01,Senior Engineer
489537,Vishv,Brendel,1962-09-17,1993-08-16,9999-01-01,Senior Staff
489549,Mack,Naumovich,1962-06-15,1996-02-27,9999-01-01,Senior Engineer
489550,Inderjeet,Uhrig,1964-03-31,1990-10-13,9999-01-01,Senior Engineer
489555,Nathan,Rosti,1962-10-07,1996-01-27,9999-01-01,Senior Staff
489562,Abdulah,Pillow,1964-02-11,1995-11-20,9999-01-01,Senior Engineer
489591,Genta,Varman,1964-01-16,1989-02-27,9999-01-01,Senior Engineer
489593,Mihalis,Hainaut,1964-04-09,1995-10-31,9999-01-01,Senior Engineer
489594,Iara,Pluym,1963-07-18,1985-03-28,9999-01-01,Senior Staff
489600,Mario,Onuegbe,1963-03-17,1989-10-12,9999-01-01,Senior Engineer
489629,Dhritiman,Wossner,1964-07-06,1999-02-26,9999-01-01,Senior Staff
489635,Shuichi,Copas,1964-07-31,1993-10-27,9999-01-01,Senior Engineer
489642,Abdulah,Sessa,1963-03-27,1993-02-16,9999-01-01,Senior Engineer
489645,Kristin,Schonegge,1962-08-06,1985-02-10,9999-01-01,Senior Staff
489647,Tomokazu,Bondorf,1964-04-03,1990-03-26,9999-01-01,Senior Staff
489652,Moon,Matheson,1963-07-22,1989-10-23,9999-01-01,Senior Staff
489679,Arco,Chartres,1963-02-01,1988-08-22,9999-01-01,Senior Engineer
489695,Magdalena,Valette,1963-04-29,1989-08-15,9999-01-01,Senior Engineer
489700,Bangqing,Denny,1963-11-29,1987-06-26,9999-01-01,Senior Engineer
489713,Yunming,Luca,1964-03-05,1991-09-28,9999-01-01,Senior Staff
489742,Gennadi,McFarlan,1963-10-22,1990-04-04,9999-01-01,Senior Staff
489746,Kazuhiro,Imataki,1962-07-11,2000-08-01,9999-01-01,Senior Engineer
489755,Matk,Chorvat,1965-01-14,1999-12-04,9999-01-01,Senior Staff
489794,Boriana,Xiaoshan,1962-06-26,1999-06-30,9999-01-01,Senior Staff
489797,Rimon,Schicker,1964-12-25,1990-10-01,9999-01-01,Senior Staff
489806,Mohit,Hashii,1964-08-13,1993-04-28,9999-01-01,Senior Staff
489811,Hinrich,Fabrizio,1962-10-30,1989-08-13,9999-01-01,Senior Staff
489827,Ekawit,Baby,1963-04-06,1998-10-13,9999-01-01,Senior Staff
489846,Mariangiola,Stassinopoulos,1963-08-13,1988-08-26,9999-01-01,Senior Engineer
489849,Gennadi,Perly,1964-05-26,1994-09-13,9999-01-01,Senior Staff
489872,Urs,Marwedel,1963-04-22,1985-11-01,9999-01-01,Senior Staff
489879,Phillip,Hambrick,1963-12-04,1985-02-07,9999-01-01,Senior Staff
489929,Jessie,Parfitt,1964-02-19,1989-05-12,9999-01-01,Senior Staff
489932,Kwee,Ramsak,1964-09-20,1986-07-08,9999-01-01,Senior Staff
489937,Weicheng,Wossner,1964-01-04,1988-02-04,9999-01-01,Senior Staff
489965,Sachem,Unno,1963-09-30,1987-10-25,9999-01-01,Senior Engineer
489989,Debatosh,Escriba,1962-02-21,1989-06-25,9999-01-01,Senior Staff
489998,Branimir,Sundgren,1963-07-08,1990-11-28,9999-01-01,Senior Staff
489999,Bedir,Munro,1962-08-08,1987-03-28,9999-01-01,Senior Engineer
490048,Dhritiman,Tyugu,1962-03-09,1997-01-11,9999-01-01,Senior Staff
490049,Xiaoshan,Schwabacher,1964-12-01,1992-10-25,9999-01-01,Senior Engineer
490084,Gro,Stenning,1962-07-13,1991-07-29,9999-01-01,Senior Staff
490085,Constantino,Gini,1963-04-16,1985-11-14,9999-01-01,Senior Engineer
490092,Basil,Mateescu,1963-09-28,1986-03-27,9999-01-01,Senior Staff
490118,Utz,Matzat,1964-12-14,1995-08-07,9999-01-01,Senior Staff
490124,Elgin,Bala,1964-10-27,1989-11-10,9999-01-01,Senior Staff
490131,Nahla,Lueh,1963-11-05,1987-11-22,9999-01-01,Senior Engineer
490143,Ottavia,Sifakis,1962-01-14,1991-01-05,9999-01-01,Senior Engineer
490154,Aloys,Riexinger,1963-03-26,1994-03-12,9999-01-01,Senior Staff
490160,Wojceich,Puppe,1962-05-08,1989-10-18,9999-01-01,Senior Staff
490161,Aamer,Rubsam,1963-01-18,1999-11-01,9999-01-01,Senior Engineer
490176,Jouko,Hitomi,1962-03-22,1988-10-25,9999-01-01,Senior Engineer
490177,Lidong,Wielonsky,1962-01-21,1989-11-27,9999-01-01,Senior Engineer
490180,Sampalli,Nollmann,1962-09-29,1997-02-16,9999-01-01,Senior Engineer
490187,Masaru,Lubachevsky,1964-07-08,1985-08-18,9999-01-01,Senior Staff
490188,Rimon,Gils,1963-03-16,1988-01-29,9999-01-01,Senior Staff
490212,Kagan,Awdeh,1963-06-17,1993-02-12,9999-01-01,Senior Engineer
490259,Hidefumi,Bottner,1964-06-25,1993-08-29,9999-01-01,Senior Engineer
490261,Teiji,Mamelak,1962-06-18,1996-04-05,9999-01-01,Senior Staff
490283,Jaideep,Shinomoto,1964-04-07,1989-01-14,9999-01-01,Senior Engineer
490288,Nidapan,Aloisi,1962-02-25,1986-10-08,9999-01-01,Senior Engineer
490294,Jaewon,Zaccaria,1962-08-01,1998-09-08,9999-01-01,Senior Engineer
490314,Marl,Chinen,1963-01-07,1993-12-26,9999-01-01,Senior Staff
490329,Elzbieta,Griswold,1963-07-08,1995-03-23,9999-01-01,Senior Staff
490330,Marko,Nannarelli,1962-01-24,1996-12-23,9999-01-01,Senior Engineer
490347,Gad,Badache,1963-11-05,1992-10-25,9999-01-01,Senior Engineer
490363,Baziley,Walstra,1963-11-03,1993-07-25,9999-01-01,Senior Staff
490380,Shaleah,Stille,1963-10-29,1992-04-04,9999-01-01,Senior Engineer
490500,Fumitaka,Bottner,1962-06-18,1985-02-02,9999-01-01,Senior Staff
490502,Hitofumi,Pettis,1963-10-25,1990-03-21,9999-01-01,Senior Engineer
490513,Karsten,Krupka,1962-11-15,1995-12-02,9999-01-01,Senior Engineer
490523,Tse,Besancenot,1963-04-21,1989-12-06,9999-01-01,Senior Staff
490540,Shunichi,Linares,1962-04-01,1989-07-14,9999-01-01,Senior Staff
490568,Zita,Reistad,1965-01-01,1998-07-23,9999-01-01,Senior Engineer
490596,Waiman,Ghelli,1964-12-25,1997-06-04,9999-01-01,Senior Staff
490602,Masami,Marakhovsky,1962-05-29,1991-05-12,9999-01-01,Senior Engineer
490628,Along,Picht,1964-09-08,1992-08-26,9999-01-01,Senior Staff
490635,Kamran,Aloisi,1963-05-20,1999-08-17,9999-01-01,Senior Engineer
490648,Arne,Azuma,1963-08-29,1993-10-28,9999-01-01,Senior Staff
490657,Pranas,Tokunaga,1963-08-15,1990-03-22,9999-01-01,Senior Engineer
490667,Fox,Unni,1962-10-01,1986-10-14,9999-01-01,Senior Engineer
490681,Nathalie,Marciano,1964-05-07,1991-01-21,9999-01-01,Senior Staff
490716,Sigeru,Biran,1964-10-21,1990-05-27,9999-01-01,Senior Engineer
490720,Younwoo,Samarati,1965-01-19,2002-05-18,9999-01-01,Senior Engineer
490723,Dekang,Antonisse,1963-05-23,1989-06-28,9999-01-01,Senior Engineer
490728,Kasidit,Zolotykh,1964-07-04,1993-02-24,9999-01-01,Senior Staff
490729,Badri,Schicker,1963-08-20,1999-05-23,9999-01-01,Senior Staff
490737,Moni,Sadowsky,1962-09-09,1999-07-03,9999-01-01,Senior Engineer
490751,Bedir,Pfau,1963-03-17,1985-09-27,9999-01-01,Senior Engineer
490787,Maia,Busillo,1962-04-02,1999-11-14,9999-01-01,Senior Staff
490798,Shir,Alblas,1963-07-10,1986-05-10,9999-01-01,Senior Staff
490815,Sachin,Usdin,1962-10-10,1994-03-25,9999-01-01,Senior Engineer
490841,Deborah,Kirkerud,1962-12-23,1999-09-15,9999-01-01,Senior Engineer
490853,Rance,Chepyzhov,1963-01-08,1990-08-18,9999-01-01,Senior Staff
490869,Lillian,Auyong,1964-09-07,1994-02-04,9999-01-01,Senior Engineer
490872,Zdislav,Angelopoulos,1964-12-17,1988-05-12,9999-01-01,Senior Engineer
490874,Rajmohan,Broder,1964-06-24,1986-08-30,9999-01-01,Senior Engineer
490879,Naftali,Taubman,1963-03-29,1993-07-24,9999-01-01,Senior Engineer
490884,Somnath,Francisci,1962-02-17,1990-03-09,9999-01-01,Senior Engineer
490887,Mohan,Straney,1962-08-29,1986-06-28,9999-01-01,Senior Engineer
490889,Juichirou,Preusig,1962-01-20,1988-01-29,9999-01-01,Senior Engineer
490892,Dannz,Pepe,1963-07-12,1987-06-29,9999-01-01,Senior Engineer
490899,Kazuhide,Danner,1963-04-17,1986-11-08,9999-01-01,Senior Engineer
490906,Mads,Suomi,1963-01-02,1990-11-28,9999-01-01,Senior Engineer
490910,Breannda,Penttonen,1964-06-28,1995-09-29,9999-01-01,Senior Engineer
490920,Shalesh,Giveon,1963-11-26,1989-07-25,9999-01-01,Senior Staff
490925,Mechthild,Melichar,1962-08-04,1987-10-18,9999-01-01,Senior Engineer
490933,Arve,Cochrane,1962-09-09,1993-09-04,9999-01-01,Senior Staff
490953,Luisa,Thiria,1964-02-19,1995-06-20,9999-01-01,Senior Engineer
490961,Zongyan,Beidas,1964-01-03,1995-01-23,9999-01-01,Senior Staff
490993,Marsha,Deverell,1962-01-10,1997-12-05,9999-01-01,Senior Engineer
491007,Shaibal,Benner,1964-07-09,1999-06-26,9999-01-01,Senior Staff
491026,Khalid,Pietracaprina,1963-12-09,1991-12-23,9999-01-01,Senior Staff
491030,Marl,Lyonns,1962-04-06,1987-05-21,9999-01-01,Senior Engineer
491068,Teunis,Boudaillier,1962-03-06,1991-06-24,9999-01-01,Senior Staff
491079,Kwangsub,Keirsey,1965-01-06,1992-02-04,9999-01-01,Senior Engineer
491091,Danco,Rajaraman,1963-02-20,2000-06-18,9999-01-01,Senior Engineer
491095,Denis,Kuszyk,1962-05-30,1992-12-05,9999-01-01,Senior Staff
491103,Arve,Karner,1962-01-25,1990-03-13,9999-01-01,Senior Staff
491106,Garnik,Koblitz,1962-04-01,1987-08-28,9999-01-01,Senior Staff
491114,Maia,Uehara,1964-12-14,1985-04-30,9999-01-01,Senior Staff
491122,Kshitij,Seghrouchni,1964-06-04,1988-11-18,9999-01-01,Senior Staff
491125,Feixiong,Vigier,1964-05-07,1995-07-18,9999-01-01,Senior Staff
491138,Shahid,Waleschkowski,1964-07-21,2001-03-06,9999-01-01,Senior Engineer
491147,Tonia,Baig,1964-02-17,1993-05-29,9999-01-01,Senior Staff
491162,Panayotis,Hempstead,1965-01-14,1994-08-29,9999-01-01,Senior Engineer
491166,Arfst,England,1962-03-16,1994-10-17,9999-01-01,Senior Staff
